Text,clean_text,polarity,sentiment
" Hopeful whispers of wind, carrying the promises of a brighter tomorrow, a symphony of optimism in the air of possibilities. ",hopeful whisper wind carrying promise brighter tomorrow symphony optimism air possibility,0.0,Neutral
" Playfully juggling responsibilities, a circus performer balancing the acts of work and joy, tossing laughter into the air. ",playfully juggling responsibility circus performer balancing act work joy tossing laughter air,0.8,Positive
" Whispering tales of inspiration to the stars, a storyteller crafting constellations from the threads of imagination. ",whispering tale inspiration star storyteller crafting constellation thread imagination,0.0,Neutral
" Charting a course through the waves of hopeful anticipation, a sailor steering towards the shores of dreams yet unexplored. ",charting course wave hopeful anticipation sailor steering towards shore dream yet unexplored,0.0,Neutral
" A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections. ",compassionate rain tear empathy falling gently nurturing seed kindness garden human connection,0.1,Neutral
" Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success. ",proudly scaling peak achievement mountaineer conquering challenge planting flag success,0.55,Positive
" Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow. ",embraced hopeful dawn gardener sowing seed optimism tending bloom brighter tomorrow,0.0,Neutral
" A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere. ",playful escapade carnival life carousel laughter cotton candy dream swirling joyous atmosphere,0.0,Neutral
" Floating on clouds of inspiration, an artist painting the sky with strokes of creativity, creating a masterpiece of dreams. ",floating cloud inspiration artist painting sky stroke creativity creating masterpiece dream,0.0,Neutral
" Navigating the river of contentment, a serene boat cruise through the tranquil waters of inner peace and acceptance. ",navigating river contentment serene boat cruise tranquil water inner peace acceptance,0.0,Neutral
" With empathy as a lantern, wandering through the dark alleys of sorrow, illuminating the path with compassion and care. ",empathy lantern wandering dark alley sorrow illuminating path compassion care,-0.15,Negative
" A free spirit soaring on the wings of dreams, leaving trails of independence in the azure sky of boundless possibilities. ",free spirit soaring wing dream leaving trail independence azure sky boundless possibility,0.1,Neutral
" Bathed in the golden hues of gratefulness, a sunset of appreciation casting its warm glow on the landscapes of the heart. ",bathed golden hue gratefulness sunset appreciation casting warm glow landscape heart,0.44999999999999996,Positive
" Confident strides in the dance of life, a ballroom where self-assuredness leads, twirling through challenges with grace. ",confident stride dance life ballroom self assuredness lead twirling challenge grace,0.5,Positive
" Hopeful whispers of wind, carrying the promises of a brighter tomorrow, a symphony of optimism in the air of possibilities. ",hopeful whisper wind carrying promise brighter tomorrow symphony optimism air possibility,0.0,Neutral
" Playfully juggling responsibilities, a circus performer balancing the acts of work and joy, tossing laughter into the air. ",playfully juggling responsibility circus performer balancing act work joy tossing laughter air,0.8,Positive
" Whispering tales of inspiration to the stars, a storyteller crafting constellations from the threads of imagination. ",whispering tale inspiration star storyteller crafting constellation thread imagination,0.0,Neutral
" Charting a course through the waves of hopeful anticipation, a sailor steering towards the shores of dreams yet unexplored. ",charting course wave hopeful anticipation sailor steering towards shore dream yet unexplored,0.0,Neutral
" A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections. ",compassionate rain tear empathy falling gently nurturing seed kindness garden human connection,0.1,Neutral
" Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success. ",proudly scaling peak achievement mountaineer conquering challenge planting flag success,0.55,Positive
" Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow. ",embraced hopeful dawn gardener sowing seed optimism tending bloom brighter tomorrow,0.0,Neutral
" A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere. ",playful escapade carnival life carousel laughter cotton candy dream swirling joyous atmosphere,0.0,Neutral
" Drowning in the abyss of despair, a heart shattered into fragments, lost in the echoing silence of hopelessness. ",drowning abyss despair heart shattered fragment lost echoing silence hopelessness,0.0,Neutral
" Bitterness festering like a venomous vine, entwining the soul in a web of resentment, poisoning the garden of peace. ",bitterness festering like venomous vine entwining soul web resentment poisoning garden peace,0.0,Neutral
" Wandering through the desert of loneliness, each step a heavy sigh, mirages of connection shimmering but never materializing. ",wandering desert loneliness step heavy sigh mirage connection shimmering never materializing,-0.2,Negative
" Yearning for a touch that's not there, echoes of a distant warmth haunting the heart in the cold embrace of solitude. ",yearning touch echo distant warmth haunting heart cold embrace solitude,-0.35,Negative
" Eyes wide open in the night, fearful shadows dancing on the walls, the mind a prisoner of imagined horrors. ",eye wide open night fearful shadow dancing wall mind prisoner imagined horror,-0.3333333333333333,Negative
" Apprehensive steps on the tightrope of uncertainty, a balancing act where the fall seems inevitable, anxiety a constant companion. ",apprehensive step tightrope uncertainty balancing act fall seems inevitable anxiety constant companion,0.0,Neutral
" Overwhelmed by the weight of the world, Atlas with trembling shoulders, each responsibility a boulder in the landscape of exhaustion. ",overwhelmed weight world atlas trembling shoulder responsibility boulder landscape exhaustion,0.0,Neutral
" Jealousy, a green-eyed monster, lurking in the shadows, casting a dark cloud over the sunshine of others' success. ",jealousy green eyed monster lurking shadow casting dark cloud sunshine others success,-0.016666666666666663,Neutral
" Devastated by the storm of betrayal, the wreckage of trust scattered like debris, a heart torn by the winds of broken promises. ",devastated storm betrayal wreckage trust scattered like debris heart torn wind broken promise,-0.4,Negative
" Frustrated fingers tapping on the keyboard, a symphony of annoyance composing an unsolvable puzzle of unmet expectations. ",frustrated finger tapping keyboard symphony annoyance composing unsolvable puzzle unmet expectation,-0.7,Negative
" Envious eyes fixated on the gilded prize, a heartache fueled by the painful desire for possessions that seem forever out of reach. ",envious eye fixated gilded prize heartache fueled painful desire possession seem forever reach,-0.7,Negative
" Dismissive glances, a fortress built with indifference, walls impenetrable to the pleas of understanding and recognition. ",dismissive glance fortress built indifference wall impenetrable plea understanding recognition,0.0,Neutral
" Shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration. ",shattered dream lie floor like fragment glass mosaic disappointment crafted hand frustration,-0.6,Negative
" Loneliness, a silent companion in the night, the only echo in the chamber of solitude, a heart's solitary nocturne. ",loneliness silent companion night echo chamber solitude heart solitary nocturne,0.0,Neutral
" Fearful whispers in the dark, the mind haunted by the specter of the unknown, shadows dancing to the rhythm of anxiety's tune. ",fearful whisper dark mind haunted specter unknown shadow dancing rhythm anxiety tune,-0.38333333333333336,Negative
" Bitterness, a bitter aftertaste lingering on the tongue, each word a reminder of wounds that refuse to heal with the passing of time. ",bitterness bitter aftertaste lingering tongue word reminder wound refuse heal passing time,-0.1,Neutral
" Overwhelmed by the cacophony of expectations, a drowning soul in the tempest of pressure, struggling to stay afloat. ",overwhelmed cacophony expectation drowning soul tempest pressure struggling stay afloat,0.0,Neutral
" Jealousy, a venom that seeps through the veins, poisoning the heart and turning it into a breeding ground for discontent. ",jealousy venom seeps vein poisoning heart turning breeding ground discontent,0.0,Neutral
" Devastated by the revelation of betrayal, the trust shattered like fragile glass, leaving shards of pain in its wake. ",devastated revelation betrayal trust shattered like fragile glass leaving shard pain wake,0.0,Neutral
" Frustrated attempts to mend a broken connection, the threads of understanding slipping through the fingers like grains of sand. ",frustrated attempt mend broken connection thread understanding slipping finger like grain sand,-0.4000000000000001,Negative
" Envious gazes cast upon the podium of success, a bitter pill swallowed, the taste lingering as a constant reminder of unattained heights. ",envious gaze cast upon podium success bitter pill swallowed taste lingering constant reminder unattained height,0.06666666666666667,Neutral
" Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference. ",dismissive gesture curtain drawn shield vulnerability stage emotion take backseat performance indifference,0.0,Neutral
" Despair like a heavy fog, enveloping every thought, blurring the path ahead, a journey in the labyrinth of utter hopelessness. ",despair like heavy fog enveloping every thought blurring path ahead journey labyrinth utter hopelessness,-0.1,Neutral
" Bitterness, a bitter chill in the air, freezing moments into icicles of resentment that dangle precariously over the landscape of memory. ",bitterness bitter chill air freezing moment icicle resentment dangle precariously landscape memory,-0.1,Neutral
" Loneliness, a solitary moon in a starless sky, casting a cold glow on the landscape of isolation, where echoes bounce in empty spaces. ",loneliness solitary moon starless sky casting cold glow landscape isolation echo bounce empty space,-0.35,Negative
" Yearning for the warmth of a vanished sun, a heartache painted in the hues of a sunset that never graced the horizon. ",yearning warmth vanished sun heartache painted hue sunset never graced horizon,0.0,Neutral
" Fearful eyes scanning the shadows, a prisoner of the night, terrorized by the lurking monsters born from the mind's darkest corners. ",fearful eye scanning shadow prisoner night terrorized lurking monster born mind darkest corner,-0.9,Negative
" Apprehensive whispers in the wind, a forecast of uncertainty, the mind's weather vane spinning wildly in the storm of doubt. ",apprehensive whisper wind forecast uncertainty mind weather vane spinning wildly storm doubt,0.1,Neutral
" Overwhelmed by the maze of expectations, a minotaur of pressure lurking in the labyrinth, waiting to devour the spirit of resilience. ",overwhelmed maze expectation minotaur pressure lurking labyrinth waiting devour spirit resilience,0.0,Neutral
" Jealousy, a festering wound, the pain intensifying with each glance at the garden of others' achievements, blooming beyond the fence. ",jealousy festering wound pain intensifying glance garden others achievement blooming beyond fence,0.0,Neutral
" Devastated, a heart in ruins, the echoes of shattered dreams reverberating in the chambers, a requiem for what once was whole. ",devastated heart ruin echo shattered dream reverberating chamber requiem whole,0.2,Positive
" Frustrated attempts to untangle the knot of confusion, the threads of understanding slipping further into the labyrinth of miscommunication. ",frustrated attempt untangle knot confusion thread understanding slipping labyrinth miscommunication,-0.39999999999999997,Negative
" Envious eyes locked on the treasure chest of opportunities, a heartache fueled by the desire for keys that seem forever elusive. ",envious eye locked treasure chest opportunity heartache fueled desire key seem forever elusive,0.0,Neutral
" Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference. ",dismissive gesture curtain drawn shield vulnerability stage emotion take backseat performance indifference,0.0,Neutral
" Shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration. ",shattered dream lie floor like fragment glass mosaic disappointment crafted hand frustration,-0.6,Negative
" Loneliness, a silent companion in the night, the only echo in the chamber of solitude, a heart's solitary nocturne. ",loneliness silent companion night echo chamber solitude heart solitary nocturne,0.0,Neutral
Awe-struck by the breathtaking sunrise over the mountains.      ,awe struck breathtaking sunrise mountain,1.0,Positive
Navigating through the challenges with determination.          ,navigating challenge determination,0.0,Neutral
Nostalgia hits while flipping through an old photo album.     ,nostalgia hit flipping old photo album,0.1,Neutral
Thrilled to witness the grandeur of a cultural festival.       ,thrilled witness grandeur cultural festival,0.35,Positive
Calmness found in the rhythm of raindrops on the windowpane.   ,calmness found rhythm raindrop windowpane,0.0,Neutral
Overwhelmed by the support received during a personal challenge.,overwhelmed support received personal challenge,0.0,Neutral
Excitement builds as the countdown to a long-awaited vacation begins. ,excitement build countdown long awaited vacation begin,-0.05,Neutral
"Reflecting on life's journey, grateful for the lessons learned. ",reflecting life journey grateful lesson learned,0.0,Neutral
Bittersweet emotions arise while bidding farewell to a dear friend. ,bittersweet emotion arise bidding farewell dear friend,0.0,Neutral
Curiosity sparked by exploring a mysterious ancient ruin.      ,curiosity sparked exploring mysterious ancient ruin,0.0,Neutral
Admiration for the intricate details of a handcrafted masterpiece. ,admiration intricate detail handcrafted masterpiece,0.0,Neutral
Overjoyed by the warmth of a cozy fireplace on a winter evening.   ,overjoyed warmth cozy fireplace winter evening,-0.19999999999999998,Negative
Inspiration strikes while observing the colors of a vibrant sunset.,inspiration strike observing color vibrant sunset,0.16666666666666666,Positive
Motivated to achieve fitness goals after an invigorating workout.  ,motivated achieve fitness goal invigorating workout,0.0,Neutral
Gratitude for the simple joys found in a cup of morning coffee.    ,gratitude simple joy found cup morning coffee,0.4,Positive
Feeling empowered after conquering a challenging hiking trail.     ,feeling empowered conquering challenging hiking trail,0.5,Positive
Amused by the antics of playful kittens during playtime.           ,amused antic playful kitten playtime,0.0,Neutral
Contemplating life's mysteries under the starry night sky.         ,contemplating life mystery starry night sky,0.0,Neutral
Joyful reunion with long-lost friends after years of separation.   ,joyful reunion long lost friend year separation,-0.05,Neutral
Excitement builds while preparing for a surprise celebration.     ,excitement build preparing surprise celebration,0.0,Neutral
Satisfaction derived from successfully completing a DIY project.  ,satisfaction derived successfully completing diy project,0.75,Positive
Feeling blessed for the supportive community in times of need.    ,feeling blessed supportive community time need,0.5,Positive
Captivated by the serenity of a tranquil garden in full bloom.     ,captivated serenity tranquil garden full bloom,0.35,Positive
Anticipation for an upcoming adventure in an exotic destination.   ,anticipation upcoming adventure exotic destination,0.5,Positive
Reflecting on personal growth achieved through life experiences.  ,reflecting personal growth achieved life experience,0.0,Neutral
Nostalgic memories flood in while revisiting childhood favorites. ,nostalgic memory flood revisiting childhood favorite,0.0,Neutral
Appreciation for the vibrant culture experienced during travel.   ,appreciation vibrant culture experienced travel,0.48333333333333334,Positive
Confidence soars after overcoming public speaking anxiety.       ,confidence soar overcoming public speaking anxiety,0.0,Neutral
Contentment in the midst of a family gathering filled with laughter. ,contentment midst family gathering filled laughter,0.4,Positive
Enthusiasm for learning new skills and expanding knowledge.      ,enthusiasm learning new skill expanding knowledge,0.13636363636363635,Positive
Surprise and delight at discovering a hidden gem in the city.    ,surprise delight discovering hidden gem city,-0.16666666666666666,Negative
A sense of accomplishment after completing a challenging workout.,sense accomplishment completing challenging workout,0.5,Positive
Wonderment at the beauty of a double rainbow after the rain.     ,wonderment beauty double rainbow rain,0.0,Neutral
Optimism for a bright future amidst challenging times.           ,optimism bright future amidst challenging time,0.4000000000000001,Positive
Pride in achieving a personal milestone in career progression.   ,pride achieving personal milestone career progression,0.0,Neutral
Happiness blooms like flowers in a garden on a sunny day.        ,happiness bloom like flower garden sunny day,0.7,Positive
Elation over discovering a rare book in a quaint bookstore.      ,elation discovering rare book quaint bookstore,0.3,Positive
Curiosity piqued by the mysteries of an ancient archaeological site.,curiosity piqued mystery ancient archaeological site,0.0,Neutral
Mesmerized by the cosmic dance of fireflies on a moonlit night.    ,mesmerized cosmic dance firefly moonlit night,0.0,Neutral
Intrigued by the symphony of colors in an abstract art exhibition. ,intrigued symphony color abstract art exhibition,0.0,Neutral
Giggles and joy echo in the air during a children's playdate.      ,giggle joy echo air child playdate,0.8,Positive
Enveloped in serenity while practicing mindfulness by the lake.    ,enveloped serenity practicing mindfulness lake,0.0,Neutral
Chasing dreams like a kite soaring high in the vast open sky.      ,chasing dream like kite soaring high vast open sky,0.05333333333333334,Neutral
Spellbound by the elegance of a ballroom dance under crystal chandeliers. ,spellbound elegance ballroom dance crystal chandelier,0.0,Neutral
Whimsical delight in a world of fairy tales and magical creatures.  ,whimsical delight world fairy tale magical creature,0.0,Neutral
Pensive contemplation amid the ancient ruins of a forgotten civilization. ,pensive contemplation amid ancient ruin forgotten civilization,0.0,Neutral
Embracing the thrill of speed on a rollercoaster's exhilarating twists. ,embracing thrill speed rollercoaster exhilarating twist,0.7,Positive
Harmony resonates as musicians play a melody of unity and togetherness. ,harmony resonates musician play melody unity togetherness,0.0,Neutral
A burst of creativity in the quiet solitude of an artist's studio.  ,burst creativity quiet solitude artist studio,0.0,Neutral
Radiant joy akin to blooming flowers on a sun-kissed spring morning. ,radiant joy akin blooming flower sun kissed spring morning,0.8,Positive
A sense of wonder at the vastness of the cosmos on a stargazing night. ,sense wonder vastness cosmos stargazing night,0.0,Neutral
Rejuvenated by the salty breeze and the sound of waves at the seaside. ,rejuvenated salty breeze sound wave seaside,0.4,Positive
Whispers of inspiration from the rustling leaves in a serene forest. ,whisper inspiration rustling leaf serene forest,0.0,Neutral
Savoring the warmth of a cup of cocoa on a chilly winter evening.   ,savoring warmth cup cocoa chilly winter evening,-0.6,Negative
Heartfelt gratitude for the laughter shared during a family reunion. ,heartfelt gratitude laughter shared family reunion,0.0,Neutral
"Embarking on a culinary adventure, savoring exotic flavors around the world. ",embarking culinary adventure savoring exotic flavor around world,0.25,Positive
Euphoria floods in as the final puzzle piece clicks into place.       ,euphoria flood final puzzle piece click place,0.0,Neutral
Awe-inspired by the grandeur of an ancient cathedral's intricate architecture. ,awe inspired grandeur ancient cathedral intricate architecture,0.0,Neutral
Captivated by the ethereal beauty of a field filled with fireflies. ,captivated ethereal beauty field filled firefly,0.4,Positive
Immersed in the enchanting melodies of a street musician's violin. ,immersed enchanting melody street musician violin,0.0,Neutral
Joyful laughter resonates through a lively summer carnival.         ,joyful laughter resonates lively summer carnival,0.13636363636363635,Positive
Exploring the universe within during a mindful meditation session. ,exploring universe within mindful meditation session,0.0,Neutral
Soaring like a free spirit on the winds of a coastal cliff.        ,soaring like free spirit wind coastal cliff,0.4,Positive
Dazzled by the elegance of a masquerade ball's dazzling costumes. ,dazzled elegance masquerade ball dazzling costume,0.75,Positive
Whimsical delight in a world of whimsical fairy tales.             ,whimsical delight world whimsical fairy tale,-0.5,Negative
Reflective contemplation amid the ruins of a forgotten era.        ,reflective contemplation amid ruin forgotten era,0.0,Neutral
Riding the adrenaline rush on a rollercoaster's wild twists.      ,riding adrenaline rush rollercoaster wild twist,0.1,Neutral
Harmony resonates as musicians play a symphony of unity.           ,harmony resonates musician play symphony unity,0.0,Neutral
A burst of artistic creativity in the quietude of an artist's studio. ,burst artistic creativity quietude artist studio,0.3333333333333333,Positive
Radiant joy akin to blossoming flowers on a sunlit spring morning. ,radiant joy akin blossoming flower sunlit spring morning,0.8,Positive
Awe-inspired by the vastness of the cosmos on a stargazing night.   ,awe inspired vastness cosmos stargazing night,0.0,Neutral
Rejuvenated by the salty breeze and the sound of waves at the seaside. ,rejuvenated salty breeze sound wave seaside,0.4,Positive
Whispers of inspiration from the rustling leaves in a serene forest. ,whisper inspiration rustling leaf serene forest,0.0,Neutral
Savoring the warmth of a cup of cocoa on a chilly winter evening.   ,savoring warmth cup cocoa chilly winter evening,-0.6,Negative
Heartfelt gratitude for the laughter shared during a family reunion. ,heartfelt gratitude laughter shared family reunion,0.0,Neutral
"Embarking on a culinary odyssey, savoring flavors around the world. ",embarking culinary odyssey savoring flavor around world,0.0,Neutral
Euphoria floods in as the final puzzle piece fits perfectly.       ,euphoria flood final puzzle piece fit perfectly,0.4666666666666666,Positive
Awe-struck by the grandeur of an ancient cathedral's intricate architecture. ,awe struck grandeur ancient cathedral intricate architecture,0.0,Neutral
Curiosity awakened by the mysteries of an ancient archaeological site. ,curiosity awakened mystery ancient archaeological site,0.0,Neutral
Giddy with excitement as the first snowflakes dance from the sky. ,giddy excitement first snowflake dance sky,0.25,Positive
Contentment envelops as the aroma of freshly baked bread fills the air. ,contentment envelops aroma freshly baked bread fill air,0.3,Positive
Inspired by the resilience of a lone tree standing tall in a storm. ,inspired resilience lone tree standing tall storm,0.0,Neutral
"Lost in the pages of a captivating novel, transported to another world. ",lost page captivating novel transported another world,0.5,Positive
Drenched in nostalgia while flipping through an old family photo album. ,drenched nostalgia flipping old family photo album,0.1,Neutral
Spark of inspiration ignites like a shooting star in the night sky. ,spark inspiration ignites like shooting star night sky,0.0,Neutral
Imbued with gratitude for the simple pleasure of a warm cup of tea. ,imbued gratitude simple pleasure warm cup tea,0.3,Positive
Marveling at the kaleidoscope of colors in a vibrant street market. ,marveling kaleidoscope color vibrant street market,0.16666666666666666,Positive
Awash with serenity as the sun sets over a tranquil lakeside retreat. ,awash serenity sun set tranquil lakeside retreat,0.0,Neutral
Drowning in sorrow as memories of lost love resurface.            ,drowning sorrow memory lost love resurface,0.5,Positive
Numbness sets in as the weight of loneliness grows heavier.       ,numbness set weight loneliness grows heavier,0.0,Neutral
"Tears fall like raindrops, mourning the end of a cherished friendship. ",tear fall like raindrop mourning end cherished friendship,0.0,Neutral
"Despair clouds the mind, feeling adrift in an endless sea of darkness. ",despair cloud mind feeling adrift endless sea darkness,-0.125,Negative
"Shattered by betrayal, trust crumbles like fragile glass.          ",shattered betrayal trust crumbles like fragile glass,0.0,Neutral
"Aching heart, the symphony of pain plays in the silence of solitude. ",aching heart symphony pain play silence solitude,0.0,Neutral
"Emotional storm, a whirlwind of sadness engulfs every thought.    ",emotional storm whirlwind sadness engulfs every thought,0.0,Neutral
"Haunted by regrets, the ghost of the past lingers relentlessly.   ",haunted regret ghost past lingers relentlessly,-0.25,Negative
"Torn apart by grief, the echoes of loss reverberate through the soul. ",torn apart grief echo loss reverberate soul,-0.8,Negative
"Isolation deepens, an emotional winter where warmth is but a distant memory. ",isolation deepens emotional winter warmth distant memory,-0.05,Neutral
"Soul-crushing disappointment, hopes shattered like fragile glass. ",soul crushing disappointment hope shattered like fragile glass,-0.06666666666666665,Neutral
"Painful echoes of a love once cherished, now lost in the abyss of time. ",painful echo love cherished lost abyss time,-0.09999999999999998,Neutral
"Heartache deepens, a solitary journey through the abyss of despair. ",heartache deepens solitary journey abyss despair,0.0,Neutral
"Melancholy lingers, a bittersweet serenade in the quietude of solitude. ",melancholy lingers bittersweet serenade quietude solitude,0.0,Neutral
"Bitterness like a poison, seeping into every crevice of the wounded heart. ",bitterness like poison seeping every crevice wounded heart,0.0,Neutral
"Emotional exhaustion, the weight of the world crushing weary shoulders. ",emotional exhaustion weight world crushing weary shoulder,0.2,Positive
"Sorrowful echoes, a symphony of pain played by the strings of loss. ",sorrowful echo symphony pain played string loss,0.0,Neutral
"Darkness descends, engulfing the soul in the shadows of despair.  ",darkness descends engulfing soul shadow despair,0.0,Neutral
"Desperation whispers, the silent plea for a glimmer of hope in the abyss. ",desperation whisper silent plea glimmer hope abyss,0.0,Neutral
"Heart in ruins, the remnants of shattered dreams scattered in the wind. ",heart ruin remnant shattered dream scattered wind,0.0,Neutral
"Shattered by the echoes of a shattered dream, fragments of hope scattered. ",shattered echo shattered dream fragment hope scattered,0.0,Neutral
"Avoiding the thorns of regret, walking barefoot on the path of remorse. ",avoiding thorn regret walking barefoot path remorse,0.0,Neutral
"In the labyrinth of grief, the walls echo with the footsteps of lost joy. ",labyrinth grief wall echo footstep lost joy,0.0,Neutral
"A soul adrift in the sea of solitude, waves of loneliness crashing relentlessly. ",soul adrift sea solitude wave loneliness crashing relentlessly,0.0,Neutral
"The bitterness of betrayal, a taste that lingers, staining the palate of trust. ",bitterness betrayal taste lingers staining palate trust,0.0,Neutral
"In the ruins of hope, echoes of shattered dreams whisper tales of loss. ",ruin hope echo shattered dream whisper tale loss,0.0,Neutral
"Sinking like a stone in the ocean of heartbreak, each ripple a sigh of despair. ",sinking like stone ocean heartbreak ripple sigh despair,0.0,Neutral
"Tears, the ink staining the pages of a journal, a testament to silent grief. ",tear ink staining page journal testament silent grief,-0.4,Negative
"In the wasteland of lost trust, the echoes of broken promises reverberate. ",wasteland lost trust echo broken promise reverberate,-0.4,Negative
"Avoiding the shards of shattered dreams, walking the tightrope of resilience. ",avoiding shard shattered dream walking tightrope resilience,0.0,Neutral
"Suffocating in the silence of solitude, where echoes of laughter once thrived. ",suffocating silence solitude echo laughter thrived,-0.5,Negative
"Haunted by the specter of lost possibilities, a ghost that refuses to fade away. ",haunted specter lost possibility ghost refuse fade away,0.0,Neutral
"In the labyrinth of despair, the echoes of a broken heart reverberate endlessly. ",labyrinth despair echo broken heart reverberate endlessly,-0.2625,Negative
"Sinking like autumn leaves in the river of sorrow, carried away by the current. ",sinking like autumn leaf river sorrow carried away current,0.0,Neutral
"In the garden of broken dreams, petals fall, a silent testimony to shattered hopes. ",garden broken dream petal fall silent testimony shattered hope,-0.2,Negative
"Tears, the currency of grief, spent in the marketplace of lost love and longing. ",tear currency grief spent marketplace lost love longing,-0.13333333333333333,Negative
"Wandering in the maze of betrayal, the walls closing in with every wrong turn. ",wandering maze betrayal wall closing every wrong turn,-0.5,Negative
"A soul weathered by the storm of heartbreak, seeking refuge in the calm after. ",soul weathered storm heartbreak seeking refuge calm,0.30000000000000004,Positive
"In the tapestry of despair, threads of hope unravel, leaving a portrait of sorrow. ",tapestry despair thread hope unravel leaving portrait sorrow,0.0,Neutral
"Like a withered rose in the garden of love, petals fall, a silent surrender to time. ",like withered rose garden love petal fall silent surrender time,0.3666666666666667,Positive
"In the void of heartache, echoes of a love song play, each note a pang of longing. ",void heartache echo love song play note pang longing,0.5,Positive
"Nostalgia, a bittersweet dance in the moonlit ballroom of cherished memories. ",nostalgia bittersweet dance moonlit ballroom cherished memory,0.0,Neutral
"In the symphony of grief, each tear is a note, composing a melancholic melody. ",symphony grief tear note composing melancholic melody,-0.8,Negative
"Betrayal, a venomous serpent slithering through the garden of trust, poisoning roots. ",betrayal venomous serpent slithering garden trust poisoning root,0.0,Neutral
"Sinking in the quicksand of despair, the harder you fight, the deeper you descend. ",sinking quicksand despair harder fight deeper descend,-0.1,Neutral
"Wandering through the cemetery of lost dreams, tombstones marking untold sorrows. ",wandering cemetery lost dream tombstone marking untold sorrow,0.0,Neutral
"Swept away by the river of regret, the currents of the past refusing to release. ",swept away river regret current past refusing release,-0.125,Negative
"Whispers of lost love linger in the attic of the heart, forgotten but not erased. ",whisper lost love linger attic heart forgotten erased,0.5,Positive
"In the gallery of broken promises, each shattered vow framed, a painful exhibition. ",gallery broken promise shattered vow framed painful exhibition,-0.55,Negative
"The echoes of solitude, a silent conversation between a soul and its shadows. ",echo solitude silent conversation soul shadow,0.0,Neutral
"Dancing on sunshine, each step a celebration of the joy found in simple moments. ",dancing sunshine step celebration joy found simple moment,0.4,Positive
"Laughter echoes in the air, a chorus of happiness that lifts the spirit higher. ",laughter echo air chorus happiness lift spirit higher,0.475,Positive
"In the garden of contentment, each bloom whispers tales of inner peace and joy. ",garden contentment bloom whisper tale inner peace joy,0.4,Positive
"Chasing dreams under the vibrant sky, a journey fueled by hope and enthusiasm. ",chasing dream vibrant sky journey fueled hope enthusiasm,0.16666666666666666,Positive
"Serenading the stars with a heart full of gratitude, a melody of thankfulness. ",serenading star heart full gratitude melody thankfulness,0.35,Positive
"Basking in the glow of accomplishment, each milestone a stepping stone to happiness. ",basking glow accomplishment milestone stepping stone happiness,0.7,Positive
"In the dance of positivity, every step is a rhythm, uplifting the soul in harmony. ",dance positivity every step rhythm uplifting soul harmony,0.0,Neutral
"Overflowing with joy, a cup of laughter shared with friends, a moment cherished. ",overflowing joy cup laughter shared friend moment cherished,0.8,Positive
"Draped in the warmth of kindness, a quilt of compassion stitched with love. ",draped warmth kindness quilt compassion stitched love,0.5,Positive
"In the garden of friendships, each bloom a testament to the beauty of camaraderie. ",garden friendship bloom testament beauty camaraderie,0.0,Neutral
"In the embrace of love, each heartbeat is a melody, dancing to the rhythm of affection. ",embrace love heartbeat melody dancing rhythm affection,0.5,Positive
"Surrounded by the colors of joy, a canvas painted with laughter and endless smiles. ",surrounded color joy canvas painted laughter endless smile,0.325,Positive
"In the symphony of excitement, each note is a burst of energy, igniting the soul with fervor. ",symphony excitement note burst energy igniting soul fervor,0.0,Neutral
"A surprise gift, wrapped in anticipation, unfolds a moment of delight and wonder. ",surprise gift wrapped anticipation unfolds moment delight wonder,0.0,Neutral
"Lost in the maze of curiosity, each twist and turn unveils the treasures of discovery. ",lost maze curiosity twist turn unveils treasure discovery,0.0,Neutral
"Floating on clouds of gratitude, each raindrop a blessing, a shower of thankfulness. ",floating cloud gratitude raindrop blessing shower thankfulness,0.0,Neutral
"Like a comet of inspiration, streaking through the sky of creativity, leaving trails of brilliance. ",like comet inspiration streaking sky creativity leaving trail brilliance,0.0,Neutral
"In the celebration of success, fireworks of accomplishment light up the night sky of triumph. ",celebration success firework accomplishment light night sky triumph,0.35,Positive
"A symphony of laughter, each note a key to unlocking the door of boundless happiness. ",symphony laughter note key unlocking door boundless happiness,0.16666666666666666,Positive
"In the carnival of emotions, the rollercoaster of thrill sends the heart on a wild ride. ",carnival emotion rollercoaster thrill sends heart wild ride,0.1,Neutral
"Standing before the grandeur of the Eiffel Tower, a moment to reflect on the beauty of Parisian dreams. ",standing grandeur eiffel tower moment reflect beauty parisian dream,0.0,Neutral
